asin	itemID
1062_Little Princess, A	1062
1063_Crossfire	1063
1064_Koyaanisqatsi	1064
1065_Balto	1065
1066_Bottle Rocket	1066
1067_Star Maker, The (Uomo delle stelle, L')	1067
1068_Amateur	1068
1069_Living in Oblivion	1069
1070_Party Girl	1070
1071_Pyromaniac's Love Story, A	1071
1072_Shallow Grave	1072
1073_Reality Bites	1073
1074_Man of No Importance, A	1074
1075_Pagemaster, The	1075
1076_Love and a .45	1076
1077_Oliver & Company	1077
1078_Joe's Apartment	1078
1079_Celestial Clockwork	1079
1080_Curdled	1080
1081_Female Perversions	1081
1082_Albino Alligator	1082
1083_Anne Frank Remembered	1083
1084_Carried Away	1084
1085_It's My Party	1085
1086_Bloodsport 2	1086
1087_Double Team	1087
1088_Speed 2 Cruise Control	1088
1089_Sliver	1089
1090_Pete's Dragon	1090
1091_Dear God	1091
1092_Live Nude Girls	1092
1093_Thin Line Between Love and Hate, A	1093
1094_High School High	1094
1095_Commandments	1095
1096_Hate (Haine, La)	1096
1097_Flirting With Disaster	1097
1098_Red Firecracker, Green Firecracker	1098
1099_What Happened Was...	1099
1100_Six Degrees of Separation	1100
1101_Two Much	1101
1102_Trust	1102
1103_C'est arrivé près de chez vous	1103
1104_Firestorm	1104
1105_Newton Boys, The	1105
1106_Beyond Rangoon	1106
1107_Feast of July	1107
1108_Death and the Maiden	1108
1109_Tank Girl	1109
1110_Double Happiness	1110
1111_Cobb	1111
1112_Mrs. Parker and the Vicious Circle	1112
1113_Faithful	1113
1114_Twelfth Night	1114
1115_Mark of Zorro, The	1115
1116_Surviving Picasso	1116
1117_Up in Smoke	1117
1118_Some Kind of Wonderful	1118
1119_I'm Not Rappaport	1119
1120_Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)	1120
1121_They Made Me a Criminal	1121
1122_Last Time I Saw Paris, The	1122
1123_Farewell to Arms, A	1123
1124_Innocents, The	1124
1125_Old Man and the Sea, The	1125
1126_Truman Show, The	1126
1127_Heidi Fleiss Hollywood Madam	1127
1128_Chungking Express	1128
1129_Jupiter's Wife	1129
1130_Safe	1130
1131_Feeling Minnesota	1131
1132_Escape to Witch Mountain	1132
1133_Get on the Bus	1133
1134_Doors, The	1134
1135_Ghosts of Mississippi	1135
1136_Beautiful Thing	1136
1137_Best Men	1137
1138_Hackers	1138
1139_Road to Wellville, The	1139
1140_War Room, The	1140
1141_When We Were Kings	1141
1142_Hard Eight	1142
1143_Quiet Room, The	1143
1144_Blue Chips	1144
1145_Calendar Girl	1145
1146_My Family	1146
1147_Tom & Viv	1147
1148_Walkabout	1148
1149_Last Dance	1149
1150_Original Gangstas	1150
1151_In Love and War	1151
1152_Backbeat	1152
1153_Alphaville	1153
1154_Rendezvous in Paris (Rendez-vous de Paris, Les)	1154
1155_Cyclo	1155
1156_Relic, The	1156
1157_Fille seule, La (A Single Girl)	1157
1158_Stalker	1158
1159_Love! Valour! Compassion!	1159
1160_Palookaville	1160
1161_Phat Beach	1161
1162_Portrait of a Lady, The	1162
1163_Zeus and Roxanne	1163
1164_Big Bully	1164
1165_Love & Human Remains	1165
1166_Sum of Us, The	1166
1167_Little Buddha	1167
1168_Fresh	1168
1169_Spanking the Monkey	1169
1170_Wild Reeds	1170
1171_Women, The	1171
1172_Bliss	1172
1173_Caught	1173
1174_Hugo Pool	1174
1175_Welcome To Sarajevo	1175
1176_Dunston Checks In	1176
1177_Major Payne	1177
1178_Man of the House	1178
1179_I Love Trouble	1179
1180_Low Down Dirty Shame, A	1180
1181_Cops and Robbersons	1181
1182_Cowboy Way, The	1182
1183_Endless Summer 2, The	1183
1184_In the Army Now	1184
1185_Inkwell, The	1185
1186_Switchblade Sisters	1186
1187_Young Guns II	1187
1188_Prefontaine	1188
1189_That Old Feeling	1189
1190_Letter From Death Row, A	1190
1191_Boys of St. Vincent, The	1191
1192_Before the Rain (Pred dozhdot)	1192
1193_Once Were Warriors	1193
1194_Strawberry and Chocolate (Fresa y chocolate)	1194
1195_Savage Nights (Nuits fauves, Les)	1195
1196_Family Thing, A	1196
1197_Purple Noon	1197
1198_Cemetery Man (Dellamorte Dellamore)	1198
1199_Kim	1199
1200_Marlene Dietrich Shadow and Light	1200
1201_Maybe, Maybe Not (Bewegte Mann, Der)	1201
1202_Top Hat	1202
1203_To Be or Not to Be	1203
1204_Secret Agent, The	1204
1205_Amos & Andrew	1205
1206_Jade	1206
1207_Kiss of Death	1207
1208_Mixed Nuts	1208
1209_Virtuosity	1209
1210_Blue Sky	1210
1211_Flesh and Bone	1211
1212_Guilty as Sin	1212
1213_In the Realm of the Senses (Ai no corrida)	1213
1214_Barb Wire	1214
1215_Kissed	1215
1216_Assassins	1216
1217_Friday	1217
1218_Goofy Movie, A	1218
1219_Higher Learning	1219
1220_When a Man Loves a Woman	1220
1221_Judgment Night	1221
1222_King of the Hill	1222
1223_Scout, The	1223
1224_Angus	1224
1225_Night Falls on Manhattan	1225
1226_Awfully Big Adventure, An	1226
1227_Under Siege 2 Dark Territory	1227
1228_Poison Ivy II	1228
1229_Ready to Wear (Pret-A-Porter)	1229
1230_Marked for Death	1230
1231_Madonna Truth or Dare	1231
1232_Nénette et Boni	1232
1233_Chairman of the Board	1233
1234_Big Bang Theory, The	1234
1235_Other Voices, Other Rooms	1235
1236_Twisted	1236
1237_Full Speed	1237
1238_Cutthroat Island	1238
1239_Ghost in the Shell (Kokaku kidotai)	1239
1240_Van, The	1240
1241_Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)	1241
1242_Night Flier	1242
1243_Metro	1243
1244_Gridlock'd	1244
1245_Bushwhacked	1245
1246_Bad Girls	1246
1247_Blink	1247
1248_For Love or Money	1248
1249_Best of the Best 3 No Turning Back	1249
1250_A Chef in Love	1250
1251_Contempt (Mépris, Le)	1251
1252_Tie That Binds, The	1252
1253_Gone Fishin'	1253
1254_Broken English	1254
1255_Designated Mourner, The	1255
1256_Designated Mourner, The	1256
1257_Trial and Error	1257
1258_Pie in the Sky	1258
1259_Total Eclipse	1259
1260_Run of the Country, The	1260
1261_Walking and Talking	1261
1262_Foxfire	1262
1263_Nothing to Lose	1263
1264_Star Maps	1264
1265_Bread and Chocolate (Pane e cioccolata)	1265
1266_Clockers	1266
1267_Bitter Moon	1267
1268_Love in the Afternoon	1268
1269_Life with Mikey	1269
1270_North	1270
1271_Talking About Sex	1271
1272_Color of Night	1272
1273_Robocop 3	1273
1274_Killer (Bulletproof Heart)	1274
1275_Sunset Park	1275
1276_Set It Off	1276
1277_Selena	1277
1278_Wild America	1278
1279_Gang Related	1279
1280_Manny & Lo	1280
1281_Grass Harp, The	1281
1282_Out to Sea	1282
1283_Before and After	1283
1284_Princess Caraboo	1284
1285_Shall We Dance	1285
1286_Ed	1286
1287_Denise Calls Up	1287
1288_Jack and Sarah	1288
1289_Country Life	1289
1290_Celtic Pride	1290
1291_Simple Wish, A	1291
1292_Star Kid	1292
1293_Ayn Rand A Sense of Life	1293
1294_Kicked in the Head	1294
1295_Indian Summer	1295
1296_Love Affair	1296
1297_Band Wagon, The	1297
1298_Penny Serenade	1298
1299_'Til There Was You	1299
1300_Stripes	1300
1301_Late Bloomers	1301
1302_Getaway, The	1302
1303_New York Cop	1303
1304_National Lampoon's Senior Trip	1304
1305_Delta of Venus	1305
1306_Carmen Miranda Bananas Is My Business	1306
1307_Babyfever	1307
1308_Very Natural Thing, A	1308
1309_Walk in the Sun, A	1309
1310_Waiting to Exhale	1310
1311_Pompatus of Love, The	1311
1312_Palmetto	1312
1313_Surviving the Game	1313
1314_Inventing the Abbotts	1314
1315_Horse Whisperer, The	1315
1316_Journey of August King, The	1316
1317_Catwalk	1317
1318_Neon Bible, The	1318
1319_Homage	1319
1320_Open Season	1320
1321_Metisse (Café au Lait)	1321
1322_Wooden Man's Bride, The (Wu Kui)	1322
1323_Loaded	1323
1324_August	1324
1325_Boys	1325
1326_Captives	1326
1327_Of Love and Shadows	1327
1328_Low Life, The	1328
1329_An Unforgettable Summer	1329
1330_Last Klezmer Leopold Kozlowski, His Life and Music, The	1330
1331_My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)	1331
1332_Midnight Dancers (Sibak)	1332
1333_Somebody to Love	1333
1334_American Buffalo	1334
1335_Kazaam	1335
1336_Larger Than Life	1336
1337_Two Deaths	1337
1338_Stefano Quantestorie	1338
1339_Crude Oasis, The	1339
1340_Hedd Wyn	1340
1341_Convent, The (Convento, O)	1341
1342_Lotto Land	1342
1343_Story of Xinghua, The	1343
1344_Day the Sun Turned Cold, The (Tianguo niezi)	1344
1345_Dingo	1345
1346_Ballad of Narayama, The (Narayama Bushiko)	1346
1347_Every Other Weekend	1347
1348_Mille bolle blu	1348
1349_Crows and Sparrows	1349
1350_Lover's Knot	1350
1351_Shadow of Angels (Schatten der Engel)	1351
1352_1-900	1352
1353_VeniceVenice	1353
1354_Infinity	1354
1355_Ed's Next Move	1355
1356_For the Moment	1356
1357_The Deadly Cure	1357
1358_Boys in Venice	1358
1359_Sexual Life of the Belgians, The	1359
1360_Search for One-eye Jimmy, The	1360
1361_American Strays	1361
1362_Leopard Son, The	1362
1363_Bird of Prey	1363
1364_Johnny 100 Pesos	1364
1365_JLGJLG - autoportrait de décembre	1365
1366_Faust	1366
1367_Mina Tannenbaum	1367
1368_Forbidden Christ, The (Cristo proibito, Il)	1368
1369_I Can't Sleep (J'ai pas sommeil)	1369
1370_Machine, The	1370
1371_Stranger, The	1371
1372_Good Morning	1372
1373_Falling in Love Again	1373
1374_Cement Garden, The	1374
1375_Meet Wally Sparks	1375
1376_Hotel de Love	1376
1377_Rhyme & Reason	1377
1378_Love and Other Catastrophes	1378
1379_Hollow Reed	1379
1380_Losing Chase	1380
1381_Bonheur, Le	1381
1382_Second Jungle Book Mowgli & Baloo, The	1382
1383_Squeeze	1383
1384_Roseanna's Grave (For Roseanna)	1384
1385_Tetsuo II Body Hammer	1385
1386_Fall	1386
1387_Gabbeh	1387
1388_Mondo	1388
1389_Innocent Sleep, The	1389
1390_For Ever Mozart	1390
1391_Locusts, The	1391
1392_Stag	1392
1393_Swept from the Sea	1393
1394_Hurricane Streets	1394
1395_Stonewall	1395
1396_Of Human Bondage	1396
1397_Anna	1397
1398_Stranger in the House	1398
1399_Picture Bride	1399
1400_M. Butterfly	1400
1401_Ciao, Professore!	1401
1402_Caro Diario (Dear Diary)	1402
1403_Withnail and I	1403
1404_Boy's Life 2	1404
1405_When Night Is Falling	1405
1406_Specialist, The	1406
1407_Gordy	1407
1408_Swan Princess, The	1408
1409_Harlem	1409
1410_Barbarella	1410
1411_Land Before Time III The Time of the Great Giving (199	1411
1412_Street Fighter	1412
1413_Coldblooded	1413
1414_Next Karate Kid, The	1414
1415_No Escape	1415
1416_Turning, The	1416
1417_Joy Luck Club, The	1417
1418_Highlander III The Sorcerer	1418
1419_Gilligan's Island The Movie	1419
1420_My Crazy Life (Mi vida loca)	1420
1421_Suture	1421
1422_Walking Dead, The	1422
1423_I Like It Like That	1423
1424_I'll Do Anything	1424
1425_Grace of My Heart	1425
1426_Drunks	1426
1427_SubUrbia	1427
1428_Sliding Doors	1428
1429_Ill Gotten Gains	1429
1430_Legal Deceit	1430
1431_Mighty, The	1431
1432_Men of Means	1432
1433_Shooting Fish	1433
1434_Steal Big, Steal Little	1434
1435_Mr. Jones	1435
1436_House Party 3	1436
1437_Panther	1437
1438_Jason's Lyric	1438
1439_Above the Rim	1439
1440_Moonlight and Valentino	1440
1441_Scarlet Letter, The	1441
1442_8 Seconds	1442
1443_That Darn Cat!	1443
1444_Ladybird Ladybird	1444
1445_Bye Bye, Love	1445
1446_Century	1446
1447_My Favorite Season	1447
1448_Pather Panchali	1448
1449_Golden Earrings	1449
1450_Foreign Correspondent	1450
1451_Lady of Burlesque	1451
1452_Angel on My Shoulder	1452
1453_Angel and the Badman	1453
1454_Outlaw, The	1454
1455_Beat the Devil	1455
1456_Love Is All There Is	1456
1457_Damsel in Distress, A	1457
1458_Madame Butterfly	1458
1459_Sleepover	1459
1460_Here Comes Cookie	1460
1461_Thieves (Voleurs, Les)	1461
1462_Boys, Les	1462
1463_Stars Fell on Henrietta, The	1463
1464_Last Summer in the Hamptons	1464
1465_Margaret's Museum	1465
1466_Saint of Fort Washington, The	1466
1467_Cure, The	1467
1468_Tom and Huck	1468
1469_Gumby The Movie	1469
1470_Hideaway	1470
1471_Visitors, The (Visiteurs, Les)	1471
1472_Little Princess, The	1472
1473_Nina Takes a Lover	1473
1474_Bhaji on the Beach	1474
1475_Raw Deal	1475
1476_Nightwatch	1476
1477_Dead Presidents	1477
1478_Reckless	1478
1479_Herbie Rides Again	1479
1480_S.F.W.	1480
1481_Gate of Heavenly Peace, The	1481
1482_Man in the Iron Mask, The	1482
1483_Jerky Boys, The	1483
1484_Colonel Chabert, Le	1484
1485_Girl in the Cadillac	1485
1486_Even Cowgirls Get the Blues	1486
1487_Germinal	1487
1488_Chasers	1488
1489_Fausto	1489
1490_Tough and Deadly	1490
1491_Window to Paris	1491
1492_Modern Affair, A	1492
1493_Mostro, Il	1493
1494_Flirt	1494
1495_Carpool	1495
1496_Line King Al Hirschfeld, The	1496
1497_Farmer & Chase	1497
1498_Grosse Fatigue	1498
1499_Santa with Muscles	1499
1500_Prisoner of the Mountains (Kavkazsky Plennik)	1500
1501_Naked in New York	1501
1502_Gold Diggers The Secret of Bear Mountain	1502
1503_Bewegte Mann, Der	1503
1504_Killer A Journal of Murder	1504
1505_Nelly & Monsieur Arnaud	1505
1506_Three Lives and Only One Death	1506
1507_Babysitter, The	1507
1508_Getting Even with Dad	1508
1509_Mad Dog Time	1509
1510_Children of the Revolution	1510
1511_World of Apu, The (Apur Sansar)	1511
1512_Sprung	1512
1513_Dream With the Fishes	1513
1514_Wings of Courage	1514
1515_Wedding Gift, The	1515
1516_Race the Sun	1516
1517_Losing Isaiah	1517
1518_New Jersey Drive	1518
1519_Fear, The	1519
1520_Mr. Wonderful	1520
1521_Trial by Jury	1521
1522_Good Man in Africa, A	1522
1523_Kaspar Hauser	1523
1524_Object of My Affection, The	1524
1525_Witness	1525
1526_Senseless	1526
1527_Nowhere	1527
1528_Underground	1528
1529_Jefferson in Paris	1529
1530_Far From Home The Adventures of Yellow Dog	1530
1531_Foreign Student	1531
1532_I Don't Want to Talk About It (De eso no se habla)	1532
1533_Twin Town	1533
1534_Enfer, L'	1534
1535_Aiqing wansui	1535
1536_Cosi	1536
1537_All Over Me	1537
1538_Being Human	1538
1539_Amazing Panda Adventure, The	1539
1540_Beans of Egypt, Maine, The	1540
1541_Scarlet Letter, The	1541
1542_Johns	1542
1543_It Takes Two	1543
1544_Frankie Starlight	1544
1545_Shadows (Cienie)	1545
1546_Show, The	1546
1547_The Courtyard	1547
1548_Dream Man	1548
1549_Destiny Turns on the Radio	1549
1550_Glass Shield, The	1550
1551_Hunted, The	1551
1552_Underneath, The	1552
1553_Safe Passage	1553
1554_Secret Adventures of Tom Thumb, The	1554
1555_Condition Red	1555
1556_Yankee Zulu	1556
1557_Aparajito	1557
1558_Hostile Intentions	1558
1559_Clean Slate (Coup de Torchon)	1559
1560_Tigrero A Film That Was Never Made	1560
1561_Eye of Vichy, The (Oeil de Vichy, L')	1561
1562_Promise, The (Versprechen, Das)	1562
1563_To Cross the Rubicon	1563
1564_Daens	1564
1565_Man from Down Under, The	1565
1566_Careful	1566
1567_Vermont Is For Lovers	1567
1568_Vie est belle, La (Life is Rosey)	1568
1569_Quartier Mozart	1569
1570_Touki Bouki (Journey of the Hyena)	1570
1571_Wend Kuuni (God's Gift)	1571
1572_Spirits of the Dead (Tre passi nel delirio)	1572
1573_Pharaoh's Army	1573
1574_I, Worst of All (Yo, la peor de todas)	1574
1575_Hungarian Fairy Tale, A	1575
1576_Death in the Garden (Mort en ce jardin, La)	1576
1577_Collectionneuse, La	1577
1578_Baton Rouge	1578
1579_Liebelei	1579
1580_Woman in Question, The	1580
1581_T-Men	1581
1582_Invitation, The (Zaproszenie)	1582
1583_Symphonie pastorale, La	1583
1584_American Dream	1584
1585_Lashou shentan	1585
1586_Terror in a Texas Town	1586
1587_Salut cousin!	1587
1588_Schizopolis	1588
1589_To Have, or Not	1589
1590_Duoluo tianshi	1590
1591_Magic Hour, The	1591
1592_Death in Brunswick	1592
1593_Everest	1593
1594_Shopping	1594
1595_Nemesis 2 Nebula	1595
1596_Romper Stomper	1596
1597_City of Industry	1597
1598_Someone Else's America	1598
1599_Guantanamera	1599
1600_Office Killer	1600
1601_Price Above Rubies, A	1601
1602_Angela	1602
1603_He Walked by Night	1603
1604_Love Serenade	1604
1605_Deceiver	1605
1606_Hurricane Streets	1606
1607_Buddy	1607
1608_BAPS	1608
1609_Truth or Consequences, N.M.	1609
1610_Intimate Relations	1610
1611_Leading Man, The	1611
1612_Tokyo Fist	1612
1613_Reluctant Debutante, The	1613
1614_Warriors of Virtue	1614
1615_Desert Winds	1615
1616_Hugo Pool	1616
1617_King of New York	1617
1618_All Things Fair	1618
1619_Sixth Man, The	1619
1620_Butterfly Kiss	1620
1621_Paris, France	1621
1622_Cérémonie, La	1622
1623_Hush	1623
1624_Nightwatch	1624
1625_Nobody Loves Me (Keiner liebt mich)	1625
1626_Wife, The	1626
1627_Lamerica	1627
1628_Nico Icon	1628
1629_Silence of the Palace, The (Saimt el Qusur)	1629
1630_Slingshot, The	1630
1631_Land and Freedom (Tierra y libertad)	1631
1632_Á köldum klaka (Cold Fever)	1632
1633_Etz Hadomim Tafus (Under the Domin Tree)	1633
1634_Two Friends	1634
1635_Brothers in Trouble	1635
1636_Girls Town	1636
1637_Normal Life	1637
1638_Bitter Sugar (Azucar Amargo)	1638
1639_Eighth Day, The	1639
1640_Dadetown	1640
1641_Some Mother's Son	1641
1642_Angel Baby	1642
1643_Sudden Manhattan	1643
1644_Butcher Boy, The	1644
1645_Men With Guns	1645
1646_Hana-bi	1646
1647_Niagara, Niagara	1647
1648_Big One, The	1648
1649_Butcher Boy, The	1649
1650_Spanish Prisoner, The	1650
1651_Temptress Moon (Feng Yue)	1651
1652_Entertaining Angels The Dorothy Day Story	1652
1653_Chairman of the Board	1653
1654_Favor, The	1654
1655_Little City	1655
1656_Target	1656
1657_Substance of Fire, The	1657
1658_Getting Away With Murder	1658
1659_Small Faces	1659
1660_New Age, The	1660
1661_Rough Magic	1661
1662_Nothing Personal	1662
1663_8 Heads in a Duffel Bag	1663
1664_Brother's Kiss, A	1664
1665_Ripe	1665
1666_Next Step, The	1666
1667_Wedding Bell Blues	1667
1668_MURDER and murder	1668
1669_Tainted	1669
1670_Further Gesture, A	1670
1671_Kika	1671
1672_Mirage	1672
1673_Mamma Roma	1673
1674_Sunchaser, The	1674
1675_War at Home, The	1675
1676_Sweet Nothing	1676
1677_Mat' i syn	1677
1678_B. Monkey	1678
1679_Sliding Doors	1679
1680_You So Crazy	1680
1681_Scream of Stone (Schrei aus Stein)	1681
