asin    itemID
Big Bang Theory, The	1234
Other Voices, Other Rooms	1235
Twisted	1236
Full Speed	1237
Cutthroat Island	1238
Ghost in the Shell (Kokaku kidotai)	1239
Van, The	1240
Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)	1241
Night Flier	1242
Metro	1243
Gridlock'd	1244
Bushwhacked	1245
Bad Girls	1246
Blink	1247
For Love or Money	1248
Best of the Best 3: No Turning Back	1249
A Chef in Love	1250
Contempt (M�pris, Le)	1251
Tie That Binds, The	1252
Gone Fishin'	1253
Broken English	1254
Designated Mourner, The	1255
Designated Mourner, The	1256
Trial and Error	1257
Pie in the Sky	1258
Total Eclipse	1259
Run of the Country, The	1260
Walking and Talking	1261
Foxfire	1262
Nothing to Lose	1263
Star Maps	1264
Bread and Chocolate (Pane e cioccolata)	1265
Clockers	1266
Bitter Moon	1267
Love in the Afternoon	1268
Life with Mikey	1269
North	1270
Talking About Sex	1271
Color of Night	1272
Robocop 3	1273
Killer (Bulletproof Heart)	1274
Sunset Park	1275
Set It Off	1276
Selena	1277
Wild America	1278
Gang Related	1279
Manny & Lo	1280
Grass Harp, The	1281
Out to Sea	1282
Before and After	1283
Princess Caraboo	1284
Shall We Dance?	1285
Ed	1286
Denise Calls Up	1287
Jack and Sarah	1288
Country Life	1289
Celtic Pride	1290
Simple Wish, A	1291
Star Kid	1292
Ayn Rand: A Sense of Life	1293
Kicked in the Head	1294
Indian Summer	1295
Love Affair	1296
Band Wagon, The	1297
Penny Serenade	1298
'Til There Was You	1299
Stripes	1300
Late Bloomers	1301
Getaway, The	1302
New York Cop	1303
National Lampoon's Senior Trip	1304
Delta of Venus	1305
Carmen Miranda: Bananas Is My Business	1306
Babyfever	1307
Very Natural Thing, A	1308
Walk in the Sun, A	1309
Waiting to Exhale	1310
Pompatus of Love, The	1311
Palmetto	1312
Surviving the Game	1313
Inventing the Abbotts	1314
Horse Whisperer, The	1315
Journey of August King, The	1316
Catwalk	1317
Neon Bible, The	1318
Homage	1319
Open Season	1320
Metisse (Caf� au Lait)	1321
Wooden Man's Bride, The (Wu Kui)	1322
Loaded	1323
August	1324
Boys	1325
Captives	1326
Of Love and Shadows	1327
Low Life, The	1328
An Unforgettable Summer	1329
Last Klezmer: Leopold Kozlowski, His Life and Music, The	1330
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)	1331
Midnight Dancers (Sibak)	1332
Somebody to Love	1333
American Buffalo	1334
Kazaam	1335
Larger Than Life	1336
Two Deaths	1337
Stefano Quantestorie	1338
Crude Oasis, The	1339
Hedd Wyn	1340
Convent, The (Convento, O)	1341
Lotto Land	1342
Story of Xinghua, The	1343
Day the Sun Turned Cold, The (Tianguo niezi)	1344
Dingo	1345
Ballad of Narayama, The (Narayama Bushiko)	1346
Every Other Weekend	1347
Mille bolle blu	1348
Crows and Sparrows	1349
Lover's Knot	1350
Shadow of Angels (Schatten der Engel)	1351
1-900	1352
Venice/Venice	1353
Infinity	1354
Ed's Next Move	1355
For the Moment	1356
The Deadly Cure	1357
Boys in Venice	1358
Sexual Life of the Belgians, The	1359
Search for One-eye Jimmy, The	1360
American Strays	1361
Leopard Son, The	1362
Bird of Prey	1363
Johnny 100 Pesos	1364
JLG/JLG - autoportrait de d�cembre	1365
Faust	1366
Mina Tannenbaum	1367
Forbidden Christ, The (Cristo proibito, Il)	1368
I Can't Sleep (J'ai pas sommeil)	1369
Machine, The	1370
Stranger, The	1371
Good Morning	1372
Falling in Love Again	1373
Cement Garden, The	1374
Meet Wally Sparks	1375
Hotel de Love	1376
Rhyme & Reason	1377
Love and Other Catastrophes	1378
Hollow Reed	1379
Losing Chase	1380
Bonheur, Le	1381
Second Jungle Book: Mowgli & Baloo, The	1382
Squeeze	1383
Roseanna's Grave (For Roseanna)	1384
Tetsuo II: Body Hammer	1385
Fall	1386
Gabbeh	1387
Mondo	1388
Innocent Sleep, The	1389
For Ever Mozart	1390
Locusts, The	1391
Stag	1392
Swept from the Sea	1393
Hurricane Streets	1394
Stonewall	1395
Of Human Bondage	1396
Anna	1397
Stranger in the House	1398
Picture Bride	1399
M. Butterfly	1400
Ciao, Professore!	1401
Caro Diario (Dear Diary)	1402
Withnail and I	1403
Boy's Life 2	1404
When Night Is Falling	1405
Specialist, The	1406
Gordy	1407
Swan Princess, The	1408
Harlem	1409
Barbarella	1410
Land Before Time III: The Time of the Great Giving (199	1411
Street Fighter	1412
Coldblooded	1413
Next Karate Kid, The	1414
No Escape	1415
Turning, The	1416
Joy Luck Club, The	1417
Highlander III: The Sorcerer	1418
Gilligan's Island: The Movie	1419
My Crazy Life (Mi vida loca)	1420
Suture	1421
Walking Dead, The	1422
I Like It Like That	1423
I'll Do Anything	1424
Grace of My Heart	1425
Drunks	1426
SubUrbia	1427
Sliding Doors	1428
Ill Gotten Gains	1429
Legal Deceit	1430
Mighty, The	1431
Men of Means	1432
Shooting Fish	1433
Steal Big, Steal Little	1434
Mr. Jones	1435
House Party 3	1436
Panther	1437
Jason's Lyric	1438
Above the Rim	1439
Moonlight and Valentino	1440
Scarlet Letter, The	1441
8 Seconds	1442
That Darn Cat!	1443
Ladybird Ladybird	1444
Bye Bye, Love	1445
Century	1446
My Favorite Season	1447
Pather Panchali	1448
Golden Earrings	1449
Foreign Correspondent	1450
Lady of Burlesque	1451
Angel on My Shoulder	1452
Angel and the Badman	1453
Outlaw, The	1454
Beat the Devil	1455
Love Is All There Is	1456
Damsel in Distress, A	1457
Madame Butterfly	1458
Sleepover	1459
Here Comes Cookie	1460
Thieves (Voleurs, Les)	1461
Boys, Les	1462
Stars Fell on Henrietta, The	1463
Last Summer in the Hamptons	1464
Margaret's Museum	1465
Saint of Fort Washington, The	1466
Cure, The	1467
Tom and Huck	1468
Gumby: The Movie	1469
Hideaway	1470
Visitors, The (Visiteurs, Les)	1471
Little Princess, The	1472
Nina Takes a Lover	1473
Bhaji on the Beach	1474
Raw Deal	1475
Nightwatch	1476
Dead Presidents	1477
Reckless	1478
Herbie Rides Again	1479
S.F.W.	1480
Gate of Heavenly Peace, The	1481
Man in the Iron Mask, The	1482
Jerky Boys, The	1483
Colonel Chabert, Le	1484
Girl in the Cadillac	1485
Even Cowgirls Get the Blues	1486
Germinal	1487
Chasers	1488
Fausto	1489
Tough and Deadly	1490
Window to Paris	1491
Modern Affair, A	1492
Mostro, Il	1493
Flirt	1494
Carpool	1495
Line King: Al Hirschfeld, The	1496
Farmer & Chase	1497
Grosse Fatigue	1498
Santa with Muscles	1499
Prisoner of the Mountains (Kavkazsky Plennik)	1500
Naked in New York	1501
Gold Diggers: The Secret of Bear Mountain	1502
Bewegte Mann, Der	1503
Killer: A Journal of Murder	1504
Nelly & Monsieur Arnaud	1505
Three Lives and Only One Death	1506
Babysitter, The	1507
Getting Even with Dad	1508
Mad Dog Time	1509
Children of the Revolution	1510
World of Apu, The (Apur Sansar)	1511
Sprung	1512
Dream With the Fishes	1513
Wings of Courage	1514
Wedding Gift, The	1515
Race the Sun	1516
Losing Isaiah	1517
New Jersey Drive	1518
Fear, The	1519
Mr. Wonderful	1520
Trial by Jury	1521
Good Man in Africa, A	1522
Kaspar Hauser	1523
Object of My Affection, The	1524
Witness	1525
Senseless	1526
Nowhere	1527
Underground	1528
Jefferson in Paris	1529
Far From Home: The Adventures of Yellow Dog	1530
Foreign Student	1531
I Don't Want to Talk About It (De eso no se habla)	1532
Twin Town	1533
Enfer, L'	1534
Aiqing wansui	1535
Cosi	1536
All Over Me	1537
Being Human	1538
Amazing Panda Adventure, The	1539
Beans of Egypt, Maine, The	1540
Scarlet Letter, The	1541
Johns	1542
It Takes Two	1543
Frankie Starlight	1544
Shadows (Cienie)	1545
Show, The	1546
The Courtyard	1547
Dream Man	1548
Destiny Turns on the Radio	1549
Glass Shield, The	1550
Hunted, The	1551
Underneath, The	1552
Safe Passage	1553
Secret Adventures of Tom Thumb, The	1554
Condition Red	1555
Yankee Zulu	1556
Aparajito	1557
Hostile Intentions	1558
Clean Slate (Coup de Torchon)	1559
Tigrero: A Film That Was Never Made	1560
Eye of Vichy, The (Oeil de Vichy, L')	1561
Promise, The (Versprechen, Das)	1562
To Cross the Rubicon	1563
Daens	1564
Man from Down Under, The	1565
Careful	1566
Vermont Is For Lovers	1567
Vie est belle, La (Life is Rosey)	1568
Quartier Mozart	1569
Touki Bouki (Journey of the Hyena)	1570
Wend Kuuni (God's Gift)	1571
Spirits of the Dead (Tre passi nel delirio)	1572
Pharaoh's Army	1573
I, Worst of All (Yo, la peor de todas)	1574
Hungarian Fairy Tale, A	1575
Death in the Garden (Mort en ce jardin, La)	1576
Collectionneuse, La	1577
Baton Rouge	1578
Liebelei	1579
Woman in Question, The	1580
T-Men	1581
Invitation, The (Zaproszenie)	1582
Symphonie pastorale, La	1583
American Dream	1584
Lashou shentan	1585
Terror in a Texas Town	1586
Salut cousin!	1587
Schizopolis	1588
To Have, or Not	1589
Duoluo tianshi	1590
Magic Hour, The	1591
Death in Brunswick	1592
Everest	1593
Shopping	1594
Nemesis 2: Nebula	1595
Romper Stomper	1596
City of Industry	1597
Someone Else's America	1598
Guantanamera	1599
Office Killer	1600
Price Above Rubies, A	1601
Angela	1602
He Walked by Night	1603
Love Serenade	1604
Deceiver	1605
Hurricane Streets	1606
Buddy	1607
B*A*P*S	1608
Truth or Consequences, N.M.	1609
Intimate Relations	1610
Leading Man, The	1611
Tokyo Fist	1612
Reluctant Debutante, The	1613
Warriors of Virtue	1614
Desert Winds	1615
Hugo Pool	1616
King of New York	1617
All Things Fair	1618
Sixth Man, The	1619
Butterfly Kiss	1620
Paris, France	1621
C�r�monie, La	1622
Hush	1623
Nightwatch	1624
Nobody Loves Me (Keiner liebt mich)	1625
Wife, The	1626
Lamerica	1627
Nico Icon	1628
Silence of the Palace, The (Saimt el Qusur)	1629
Slingshot, The	1630
Land and Freedom (Tierra y libertad)	1631
� k�ldum klaka (Cold Fever)	1632
Etz Hadomim Tafus (Under the Domin Tree)	1633
Two Friends	1634
Brothers in Trouble	1635
Girls Town	1636
Normal Life	1637
Bitter Sugar (Azucar Amargo)	1638
Eighth Day, The	1639
Dadetown	1640
Some Mother's Son	1641
Angel Baby	1642
Sudden Manhattan	1643
Butcher Boy, The	1644
Men With Guns	1645
Hana-bi	1646
Niagara, Niagara	1647
Big One, The	1648
Butcher Boy, The	1649
Spanish Prisoner, The	1650
Temptress Moon (Feng Yue)	1651
Entertaining Angels: The Dorothy Day Story	1652
Chairman of the Board	1653
Favor, The	1654
Little City	1655
Target	1656
Substance of Fire, The	1657
Getting Away With Murder	1658
Small Faces	1659
New Age, The	1660
Rough Magic	1661
Nothing Personal	1662
8 Heads in a Duffel Bag	1663
Brother's Kiss, A	1664
Ripe	1665
Next Step, The	1666
Wedding Bell Blues	1667
MURDER and murder	1668
Tainted	1669
Further Gesture, A	1670
Kika	1671
Mirage	1672
Mamma Roma	1673
Sunchaser, The	1674
War at Home, The	1675
Sweet Nothing	1676
Mat' i syn	1677
B. Monkey	1678
Sliding Doors	1679
You So Crazy	1680
Scream of Stone (Schrei aus Stein)	1681
